Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration
16.0,65,37,33.25,-81.627,3.5523,-0.39572,12.16334,44.07318,-0.7647,991.6861,3.97842,0.59109,0,236.6373,0.94998,3.472e-11
16.1,65,37,33.25,-81.627,3.61485,-0.39146,12.41377,43.32225,-0.26985,991.65149,3.97669,0.61398,0,255.15535,0.65645,6.716e-11
16.2,65,37,33.25,-81.627,3.70965,-0.34708,12.65319,42.58983,-0.28257,991.62225,3.97244,0.63937,0,258.3952,0.82875,9.008e-11
16.3,65,37,33.25,-81.627,3.76274,-0.30039,12.87496,41.88046,-0.39801,991.5968,3.96444,0.66643,0,268.6615,1.24937,1.138e-10
16.4,65,37,33.25,-81.627,3.76835,-0.1926,13.08829,41.23039,-0.31315,991.57275,3.95868,0.68399,0,280.29858,1.14056,1.119e-10
16.5,65,37,33.25,-81.627,3.79037,-0.13759,13.30265,40.63731,-0.49554,991.55426,3.95769,0.70159,0,289.11584,0.67414,2.487e-10
16.6,65,37,33.25,-81.627,3.80279,-0.06865,13.50632,40.06044,-1.00713,991.54126,3.95453,0.72087,0,296.14056,0.73238,2.717e-10
16.7,65,37,33.25,-81.627,3.83006,0.0907,13.6988,39.48477,-1.89982,991.5343,3.94767,0.73873,0,302.43182,1.04567,2.724e-10
16.8,65,37,33.25,-81.627,3.86252,0.24363,13.8848,38.91806,-2.03683,991.52881,3.93912,0.7648,0,313.42377,1.36354,2.598e-10
16.9,65,37,33.25,-81.627,3.83907,0.32905,14.06834,38.40891,-2.50979,991.52527,3.93496,0.78393,0,316.32739,1.02832,2.332e-10
17.0,65,37,33.25,-81.627,3.84052,0.45352,14.23341,37.97736,-3.95768,991.52826,3.93328,0.79571,0,317.59369,0.60105,1.091e-10
17.1,65,37,33.25,-81.627,3.86431,0.66641,14.39296,37.53761,-5.51172,991.53278,3.92875,0.81713,0,331.6358,0.77293,3.753e-11
17.2,65,37,33.25,-81.627,3.8881,0.85639,14.54534,37.12599,-5.81462,991.54163,3.92476,0.84275,0,332.92627,0.82141,2.426e-11
17.3,65,37,33.25,-81.627,3.86281,0.96516,14.68739,36.75896,-6.34724,991.55377,3.92232,0.85741,0,333.90817,0.73966,8.847e-12
17.4,65,37,33.25,-81.627,3.90007,1.11943,14.82535,36.41904,-6.64698,991.57037,3.92132,0.88101,0,342.63992,0.5106,1.34e-12
12.2,66,37,33.25,-81.626,7.34943,-1.23305,8.27524,54.41661,-3.02255,992.2666,3.77244,0.0005,0,-18.89852,0.41266,1.417e-10
12.3,66,37,33.25,-81.626,7.34979,-1.28823,8.26753,54.43659,-3.34818,992.31134,3.77165,0.0005,0,-19.68518,0.42678,1.022e-09
12.4,66,37,33.25,-81.626,7.36676,-1.32938,8.26883,54.40434,-3.30414,992.35535,3.76959,0.0005,0,-20.73288,0.44288,1.205e-09
12.5,66,37,33.25,-81.626,7.377,-1.36976,8.26828,54.38659,-3.21232,992.40533,3.76802,0.0005,0,-20.95659,0.42751,1.116e-09
12.6,66,37,33.25,-81.626,7.37321,-1.40466,8.27068,54.3686,-3.23738,992.45398,3.76721,0.0005,0,-21.26025,0.41585,1.018e-09
12.7,66,37,33.25,-81.626,7.3526,-1.43516,8.2725,54.35901,-3.35151,992.49866,3.76685,0.0005,0,-21.77953,0.4171,9.693e-10
12.8,66,37,33.25,-81.626,7.32341,-1.46302,8.27016,54.36987,-3.33669,992.53967,3.76683,0.0005,0,-22.07248,0.419,9.859e-10
12.9,66,37,33.25,-81.626,7.29026,-1.47855,8.26667,54.39117,-3.45202,992.57495,3.76727,0.0005,0,-22.36715,0.41776,1.118e-09
13.0,66,37,33.25,-81.626,7.26347,-1.49751,8.26749,54.394,-3.52738,992.60297,3.76757,0.0005,0,-22.57085,0.40608,1.09e-09
13.1,66,37,33.25,-81.626,7.22457,-1.51312,8.26925,54.39856,-3.53472,992.62463,3.76826,0.0005,0,-22.584,0.41513,9.03e-10
13.2,66,37,33.25,-81.626,7.17991,-1.53146,8.26885,54.43421,-3.51877,992.64197,3.77056,0.0005,0,-22.1398,0.41537,8.631e-10
13.3,66,37,33.25,-81.626,7.13151,-1.55287,8.2686,54.48713,-3.49011,992.65271,3.77412,0.0005,0,-21.8127,0.4086,7.501e-10
13.4,66,37,33.25,-81.626,7.09365,-1.56575,8.26806,54.5431,-3.50162,992.659,3.77783,0.0005,0,-21.44981,0.41342,7.414e-10
13.5,66,37,33.25,-81.626,7.03714,-1.58748,8.26746,54.59543,-3.32364,992.66101,3.78129,0.0005,0,-20.53009,0.41814,6.377e-10
13.6,66,37,33.25,-81.626,6.98039,-1.60016,8.26588,54.66021,-3.15725,992.65796,3.78538,0.0005,0,-19.03209,0.42105,5.57e-10
13.7,66,37,33.25,-81.626,6.92255,-1.5974,8.26114,54.73987,-2.87123,992.65051,3.78969,0.0005,0,-16.7888,0.42202,4.436e-10
13.8,66,37,33.25,-81.626,6.86123,-1.58169,8.25491,54.8351,-2.60689,992.63953,3.7947,0.0005,0,-11.28916,0.46955,3.589e-10
13.9,66,37,33.25,-81.626,6.77881,-1.54661,8.23646,55.01629,-2.61971,992.62366,3.80248,0.0005,0,9.12919,0.1887,1.846e-10
14.0,66,37,33.25,-81.626,6.69102,-1.51498,8.23168,55.13847,-3.21314,992.60559,3.80974,0.0005,0,26.57873,-0.00402,1.058e-10
14.1,66,37,33.25,-81.626,6.60817,-1.48393,8.22432,55.28525,-3.26639,992.58264,3.81804,0.00051,0,46.79305,0.04197,2.724e-11
14.2,66,37,33.25,-81.626,6.52623,-1.45525,8.25255,55.2656,-3.48973,992.55597,3.8242,0.00089,0,50.94817,0.31339,6.97e-12
14.3,66,37,33.25,-81.626,6.46004,-1.44103,8.35424,54.96603,-3.45348,992.52563,3.83025,0.00537,0,58.50578,0.61833,1.832e-11
14.4,66,37,33.25,-81.626,6.35589,-1.36555,8.43964,54.81445,-3.48834,992.49182,3.84228,0.01838,0,79.45216,0.61286,7.468e-12
14.5,66,37,33.25,-81.626,6.07321,-1.21771,8.46721,55.02795,-3.09394,992.45581,3.86469,0.03852,0,96.05765,0.46107,2.681e-12
14.6,66,37,33.25,-81.626,5.67372,-1.01978,8.48031,55.27532,-2.45099,992.41699,3.8857,0.06613,0,103.46121,0.18063,1.482e-11
14.7,66,37,33.25,-81.626,5.2658,-0.8347,8.55809,55.23536,-2.31892,992.37518,3.90383,0.09441,0,115.11032,-0.1137,2.22e-11
14.8,66,37,33.25,-81.626,4.79031,-0.64843,8.71268,54.90577,-1.97886,992.32886,3.92205,0.1359,0,126.74448,-0.30458,3.68e-11
14.9,66,37,33.25,-81.626,4.3405,-0.51807,8.94239,54.25491,-2.116,992.27979,3.93715,0.20656,0,131.55823,-0.29391,4.558e-11
15.0,66,37,33.25,-81.626,3.91461,-0.41774,9.25844,53.27177,-2.99084,992.22748,3.95036,0.29306,0,134.72357,-0.32749,8.473e-11
15.1,66,37,33.25,-81.626,3.59448,-0.36179,9.61101,52.14693,-3.60067,992.17383,3.96116,0.35703,0,154.18915,-0.5659,3.793e-11
15.2,66,37,33.25,-81.626,3.39315,-0.32624,9.96805,51.01074,-2.64796,992.11487,3.97025,0.40912,0,163.08792,-0.66251,8.458e-11
15.3,66,37,33.25,-81.626,3.29938,-0.33235,10.29406,49.98566,-2.15471,992.05164,3.97764,0.43455,0,168.0788,-0.6106,7.118e-11
15.4,66,37,33.25,-81.626,3.23588,-0.34588,10.59332,49.06741,-1.76543,991.9906,3.98464,0.45033,0,184.81076,-0.59981,9.906e-11
15.5,66,37,33.25,-81.626,3.273,-0.34927,10.89107,48.14755,-2.05708,991.93213,3.98955,0.48639,0,197.60138,-0.53731,1.222e-10
15.6,66,37,33.25,-81.626,3.35071,-0.36477,11.15767,47.29768,-1.68963,991.87671,3.99035,0.52071,0,201.97147,-0.19897,8.619e-11
15.7,66,37,33.25,-81.626,3.39147,-0.41201,11.41084,46.49791,-1.28559,991.82471,3.99042,0.53734,0,210.9474,0.07994,4.799e-11
15.8,66,37,33.25,-81.626,3.43127,-0.42804,11.68456,45.62491,-1.11535,991.77771,3.98827,0.56146,0,227.10397,0.43771,4.665e-11
15.9,66,37,33.25,-81.626,3.50494,-0.41899,11.9425,44.78544,-1.21602,991.73364,3.98327,0.58682,0,232.26163,0.86495,5.08e-11
16.0,66,37,33.25,-81.626,3.54378,-0.40477,12.17378,44.03278,-1.32781,991.69263,3.97752,0.60659,0,236.27884,0.95068,2.359e-11
16.1,66,37,33.25,-81.626,3.60141,-0.39915,12.42415,43.28203,-0.82021,991.65784,3.97572,0.62984,0,255.22324,0.67648,5.938e-11
16.2,66,37,33.25,-81.626,3.69435,-0.35569,12.66157,42.55827,-0.86282,991.62878,3.97168,0.65492,0,258.4353,0.83101,6.568e-11
16.3,66,37,33.25,-81.626,3.74864,-0.30731,12.88437,41.84682,-0.92923,991.60333,3.96371,0.6823,0,268.85858,1.23044,1.083e-10
16.4,66,37,33.25,-81.626,3.75316,-0.20254,13.09791,41.19528,-0.90224,991.57935,3.95781,0.70006,0,280.29388,1.14963,1.078e-10
16.5,66,37,33.25,-81.626,3.7762,-0.14432,13.31261,40.60067,-0.99925,991.56079,3.95671,0.71765,0,289.13477,0.68694,2.13e-10
16.6,66,37,33.25,-81.626,3.79108,-0.0802,13.51772,40.02122,-1.44812,991.54785,3.95362,0.7366,0,296.07849,0.73289,2.318e-10
16.7,66,37,33.25,-81.626,3.81777,0.07632,13.70899,39.45042,-2.30857,991.54089,3.94687,0.75361,0,302.37622,1.04425,2.351e-10
16.8,66,37,33.25,-81.626,3.85173,0.23433,13.89347,38.88755,-2.53582,991.53534,3.93826,0.78001,0,313.61084,1.3636,2.043e-10
16.9,66,37,33.25,-81.626,3.83182,0.31888,14.07821,38.37294,-2.9369,991.53186,3.93381,0.79929,0,316.28412,1.03674,2.158e-10
17.0,66,37,33.25,-81.626,3.83397,0.43889,14.24433,37.93822,-4.32148,991.53479,3.93203,0.81045,0,317.3645,0.64442,1.422e-10
17.1,66,37,33.25,-81.626,3.85823,0.64909,14.40275,37.50166,-5.92131,991.53949,3.92748,0.83091,0,331.47736,0.77196,5.898e-11
17.2,66,37,33.25,-81.626,3.88375,0.84218,14.55289,37.09467,-6.2904,991.54834,3.92336,0.85684,0,332.98816,0.85258,2.198e-11
17.3,66,37,33.25,-81.626,3.85717,0.95053,14.69545,36.72558,-6.80365,991.56049,3.92081,0.87126,0,333.74384,0.74042,1.247e-11
17.4,66,37,33.25,-81.626,3.89292,1.09918,14.83198,36.3894,-7.08796,991.57733,3.91981,0.89446,0,342.59058,0.52334,2.681e-12
12.2,67,37,33.25,-81.625,7.36093,-1.24467,8.2832,54.38303,-2.99033,992.27985,3.77212,0.0005,0,-18.41189,0.40731,8.032e-11
12.3,67,37,33.25,-81.625,7.36211,-1.30058,8.27732,54.39417,-3.36528,992.32483,3.7712,0.0005,0,-19.38203,0.42506,8.324e-10
12.4,67,37,33.25,-81.625,7.37911,-1.34176,8.27614,54.37125,-3.312,992.3689,3.76914,0.0005,0,-20.43243,0.44254,1.159e-09
12.5,67,37,33.25,-81.625,7.3886,-1.38216,8.27608,54.35166,-3.27621,992.41882,3.76756,0.0005,0,-20.60548,0.4277,9.965e-10
12.6,67,37,33.25,-81.625,7.38572,-1.41661,8.27857,54.3338,-3.26724,992.46686,3.76679,0.0005,0,-20.84105,0.4136,8.666e-10
12.7,67,37,33.25,-81.625,7.36492,-1.44782,8.28017,54.32547,-3.29915,992.51184,3.76646,0.0005,0,-21.39899,0.41483,8.061e-10
12.8,67,37,33.25,-81.625,7.3373,-1.47653,8.27801,54.33443,-3.37665,992.55286,3.76636,0.0005,0,-21.81359,0.41635,8.057e-10
12.9,67,37,33.25,-81.625,7.30441,-1.49188,8.27618,54.3483,-3.51383,992.58789,3.76671,0.0005,0,-22.15394,0.4155,9.261e-10
13.0,67,37,33.25,-81.625,7.2779,-1.51073,8.27625,54.3545,-3.52377,992.61584,3.76705,0.0005,0,-22.31276,0.40405,9.235e-10
13.1,67,37,33.25,-81.625,7.23864,-1.52678,8.27794,54.35926,-3.52736,992.63782,3.76774,0.0005,0,-22.34681,0.41299,7.511e-10
13.2,67,37,33.25,-81.625,7.19512,-1.54456,8.27712,54.39711,-3.52003,992.65485,3.77008,0.0005,0,-21.81557,0.41109,7.287e-10
13.3,67,37,33.25,-81.625,7.14622,-1.56609,8.27559,54.45419,-3.51922,992.66577,3.7736,0.0005,0,-21.43501,0.40345,6.487e-10
13.4,67,37,33.25,-81.625,7.10961,-1.57863,8.27533,54.50991,-3.51535,992.67188,3.77737,0.0005,0,-20.94816,0.40569,6.026e-10
13.5,67,37,33.25,-81.625,7.0535,-1.59986,8.2744,54.56365,-3.31959,992.67383,3.78084,0.0005,0,-19.93351,0.41238,5.129e-10
13.6,67,37,33.25,-81.625,6.99692,-1.61255,8.27211,54.63114,-3.14719,992.67078,3.78494,0.0005,0,-18.27945,0.41612,4.75e-10
13.7,67,37,33.25,-81.625,6.9394,-1.60904,8.26637,54.71588,-2.88921,992.66333,3.78934,0.0005,0,-15.90478,0.40905,3.677e-10
13.8,67,37,33.25,-81.625,6.87955,-1.59141,8.2606,54.80881,-2.80152,992.65234,3.79431,0.0005,0,-10.80645,0.45996,2.714e-10
13.9,67,37,33.25,-81.625,6.79925,-1.55868,8.24475,54.97954,-3.0277,992.63586,3.80206,0.0005,0,5.54639,0.33999,1.564e-10
14.0,67,37,33.25,-81.625,6.71477,-1.52971,8.23982,55.10262,-3.39085,992.61774,3.80935,0.0005,0,24.5658,0.09717,6.801e-11
14.1,67,37,33.25,-81.625,6.63303,-1.49848,8.23246,55.24957,-3.28697,992.59473,3.81767,0.00056,0,45.72242,0.09351,4.045e-11
14.2,67,37,33.25,-81.625,6.54634,-1.4686,8.25449,55.25385,-3.36468,992.56879,3.82385,0.00129,0,50.36361,0.35993,8.579e-12
14.3,67,37,33.25,-81.625,6.47209,-1.45319,8.35194,54.96977,-3.39719,992.53882,3.82985,0.00589,0,56.24954,0.71835,5.362e-12
14.4,67,37,33.25,-81.625,6.36409,-1.37734,8.44004,54.80443,-3.30628,992.50537,3.84162,0.01893,0,77.278,0.74349,1.484e-11
14.5,67,37,33.25,-81.625,6.08091,-1.22817,8.4686,55.01202,-2.89985,992.46948,3.86389,0.0398,0,95.02475,0.53057,2.681e-12
14.6,67,37,33.25,-81.625,5.67558,-1.02973,8.48004,55.269,-2.30148,992.43097,3.88514,0.06846,0,102.61281,0.18622,1.235e-11
14.7,67,37,33.25,-81.625,5.2655,-0.84189,8.55856,55.22595,-2.11844,992.38947,3.90323,0.09753,0,114.53854,-0.12414,1.04e-11
14.8,67,37,33.25,-81.625,4.78859,-0.65176,8.71468,54.89116,-1.89598,992.34241,3.92149,0.14087,0,126.11052,-0.30445,2.461e-11
14.9,67,37,33.25,-81.625,4.34046,-0.52162,8.94879,54.21875,-2.19888,992.29346,3.93619,0.21733,0,129.99345,-0.29462,3.635e-11
15.0,67,37,33.25,-81.625,3.92668,-0.42607,9.27125,53.20452,-3.17759,992.24133,3.94876,0.30525,0,134.29935,-0.32034,6.38e-11
15.1,67,37,33.25,-81.625,3.61182,-0.37484,9.62284,52.08172,-3.91588,992.18738,3.95934,0.37093,0,153.84943,-0.56627,4.075e-11
15.2,67,37,33.25,-81.625,3.40597,-0.33633,9.981,50.94432,-3.13758,992.12836,3.96851,0.42319,0,162.68858,-0.62624,5.415e-11
15.3,67,37,33.25,-81.625,3.3098,-0.33992,10.30586,49.92493,-2.69852,992.06482,3.97593,0.44794,0,167.54996,-0.59655,8.136e-11
15.4,67,37,33.25,-81.625,3.24231,-0.35352,10.60482,49.00766,-2.3622,992.00385,3.98284,0.46385,0,184.38687,-0.57318,7.131e-11
15.5,67,37,33.25,-81.625,3.27632,-0.35831,10.90397,48.08616,-2.56454,991.94531,3.98788,0.5004,0,197.01198,-0.51589,9.303e-11
15.6,67,37,33.25,-81.625,3.34977,-0.37302,11.16935,47.24416,-2.28427,991.88989,3.98891,0.53503,0,201.45425,-0.20768,1.052e-10
15.7,67,37,33.25,-81.625,3.3873,-0.41811,11.42147,46.45051,-1.97567,991.83789,3.98915,0.55085,0,211.40396,0.08066,4.383e-11
15.8,67,37,33.25,-81.625,3.42357,-0.43381,11.69558,45.58033,-1.69384,991.79089,3.98727,0.57549,0,227.07016,0.38533,4.249e-11
15.9,67,37,33.25,-81.625,3.49834,-0.4249,11.9525,44.74675,-1.80602,991.74683,3.98244,0.60184,0,231.52826,0.82211,3.244e-11
16.0,67,37,33.25,-81.625,3.53552,-0.41373,12.18551,43.98922,-1.85494,991.70581,3.97664,0.62124,0,236.20456,0.95135,3.592e-11
16.1,67,37,33.25,-81.625,3.5882,-0.4067,12.43435,43.24217,-1.38632,991.67139,3.97471,0.64458,0,255.03995,0.68109,5.147e-11
16.2,67,37,33.25,-81.625,3.6789,-0.36425,12.67159,42.52266,-1.42541,991.64233,3.97095,0.66946,0,258.37463,0.81666,3.525e-11
16.3,67,37,33.25,-81.625,3.73422,-0.31426,12.89523,41.80988,-1.43492,991.61682,3.96302,0.69714,0,268.72925,1.20807,9.946e-11
16.4,67,37,33.25,-81.625,3.73792,-0.21266,13.10868,41.15765,-1.47041,991.5929,3.95697,0.71511,0,280.13251,1.16818,1.096e-10
16.5,67,37,33.25,-81.625,3.76186,-0.15093,13.32346,40.56242,-1.49228,991.57434,3.95576,0.73273,0,288.97095,0.69803,1.834e-10
16.6,67,37,33.25,-81.625,3.77866,-0.0914,13.52914,39.98257,-1.91087,991.56128,3.95274,0.75116,0,295.92303,0.73365,2.643e-10
16.7,67,37,33.25,-81.625,3.80469,0.06216,13.71906,39.41656,-2.73793,991.55432,3.94605,0.76748,0,302.25815,1.04367,2.072e-10
16.8,67,37,33.25,-81.625,3.84003,0.22505,13.90244,38.85666,-3.04344,991.54889,3.93742,0.7941,0,313.67322,1.35947,1.901e-10
16.9,67,37,33.25,-81.625,3.8237,0.3093,14.08891,38.33572,-3.35475,991.54529,3.93271,0.8137,0,316.06488,1.0431,1.898e-10
17.0,67,37,33.25,-81.625,3.82634,0.42506,14.25512,37.9003,-4.68475,991.54834,3.93085,0.82415,0,317.05731,0.68191,1.336e-10
17.1,67,37,33.25,-81.625,3.851,0.63254,14.41306,37.46496,-6.30061,991.55334,3.92625,0.84343,0,331.33295,0.77342,6.89e-11
17.2,67,37,33.25,-81.625,3.87799,0.82855,14.5605,37.06382,-6.77237,991.56189,3.922,0.86967,0,332.81079,0.88814,2.694e-11
17.3,67,37,33.25,-81.625,3.85057,0.93693,14.70379,36.69215,-7.24061,991.57434,3.91934,0.8839,0,333.52307,0.75798,1.676e-11
17.4,67,37,33.25,-81.625,3.8843,1.08015,14.83979,36.35774,-7.49806,991.59088,3.91835,0.90689,0,342.43848,0.54553,2.681e-12
12.2,68,37,33.25,-81.624,7.3644,-1.25714,8.28547,54.38029,-3.23464,992.3288,3.77233,0.00053,0,-16.53547,0.36016,4.413e-11
12.3,68,37,33.25,-81.624,7.36664,-1.31312,8.2819,54.38122,-3.49565,992.37292,3.7713,0.00053,0,-17.56449,0.38187,6.43e-10
12.4,68,37,33.25,-81.624,7.3843,-1.35472,8.28154,54.35611,-3.49404,992.41779,3.76929,0.00053,0,-18.56194,0.40527,9.807e-10
12.5,68,37,33.25,-81.624,7.39374,-1.39345,8.28104,54.33868,-3.39731,992.46777,3.76777,0.00053,0,-18.69974,0.397,8.321e-10
12.6,68,37,33.25,-81.624,7.39188,-1.42813,8.28324,54.32275,-3.36334,992.51575,3.76704,0.00054,0,-18.80955,0.38357,7.004e-10
12.7,68,37,33.25,-81.624,7.37169,-1.45969,8.28439,54.31615,-3.30606,992.56079,3.76671,0.00054,0,-19.27721,0.38425,6.843e-10
12.8,68,37,33.25,-81.624,7.34523,-1.48858,8.28317,54.32114,-3.39816,992.60181,3.76658,0.00054,0,-19.81226,0.3907,7.259e-10
12.9,68,37,33.25,-81.624,7.31328,-1.50355,8.28274,54.32769,-3.52625,992.63678,3.76679,0.00053,0,-20.17017,0.39358,8.203e-10
13.0,68,37,33.25,-81.624,7.2864,-1.52233,8.28189,54.33739,-3.53954,992.66479,3.76714,0.00053,0,-20.22193,0.38305,7.771e-10
13.1,68,37,33.25,-81.624,7.24791,-1.53925,8.28348,54.34223,-3.59592,992.68677,3.7678,0.00053,0,-20.27909,0.39309,6.349e-10
13.2,68,37,33.25,-81.624,7.20484,-1.5566,8.28108,54.38613,-3.64508,992.7038,3.77016,0.00053,0,-19.73391,0.39197,5.784e-10
13.3,68,37,33.25,-81.624,7.15609,-1.57834,8.28066,54.43801,-3.63559,992.71393,3.7736,0.00053,0,-19.29378,0.38476,5.6e-10
13.4,68,37,33.25,-81.624,7.11963,-1.58978,8.27966,54.49797,-3.5813,992.72076,3.77748,0.00052,0,-18.69257,0.3854,5.27e-10
13.5,68,37,33.25,-81.624,7.06503,-1.60981,8.27798,54.5546,-3.36436,992.72278,3.78096,0.00053,0,-17.58918,0.39234,4.49e-10
13.6,68,37,33.25,-81.624,7.00902,-1.62276,8.27594,54.62093,-3.28403,992.71893,3.78504,0.00052,0,-15.89571,0.3935,3.684e-10
13.7,68,37,33.25,-81.624,6.95104,-1.6183,8.27,54.7081,-3.00566,992.71191,3.78956,0.00053,0,-13.59598,0.37978,3.127e-10
13.8,68,37,33.25,-81.624,6.89171,-1.60039,8.26408,54.79983,-3.23492,992.70081,3.79441,0.00053,0,-9.72819,0.43279,2.219e-10
13.9,68,37,33.25,-81.624,6.81409,-1.57198,8.24897,54.96436,-3.99599,992.68481,3.80192,0.00052,0,1.2097,0.41802,1.124e-10
14.0,68,37,33.25,-81.624,6.73105,-1.54504,8.24551,55.08321,-4.12608,992.66553,3.80931,0.00054,0,14.47374,0.557,6.542e-11
14.1,68,37,33.25,-81.624,6.65205,-1.51372,8.23761,55.2332,-3.73665,992.64252,3.8177,0.00073,0,40.74862,0.37535,3.049e-11
14.2,68,37,33.25,-81.624,6.55974,-1.48175,8.25362,55.2624,-3.56017,992.61694,3.82402,0.00221,0,47.09227,0.40714,6.97e-12
14.3,68,37,33.25,-81.624,6.47582,-1.46181,8.34765,54.99062,-3.49353,992.58777,3.82998,0.0073,0,52.38692,0.7704,2.681e-12
14.4,68,37,33.25,-81.624,6.36051,-1.38362,8.43769,54.81529,-3.21337,992.55469,3.84157,0.02072,0,72.97373,0.7683,8.713e-12
14.5,68,37,33.25,-81.624,6.0733,-1.23254,8.46697,55.01822,-2.81503,992.51996,3.86369,0.04271,0,92.74639,0.6431,2.681e-12
14.6,68,37,33.25,-81.624,5.65899,-1.03288,8.48153,55.267,-2.03564,992.48108,3.88519,0.0726,0,100.46444,0.20692,2.087e-11
14.7,68,37,33.25,-81.624,5.24518,-0.84342,8.5626,55.21385,-1.85724,992.43958,3.90326,0.10277,0,112.77042,-0.12136,5.898e-12
14.8,68,37,33.25,-81.624,4.76675,-0.6501,8.72368,54.85794,-1.82711,992.39215,3.92133,0.14848,0,124.69495,-0.30313,1.903e-11
14.9,68,37,33.25,-81.624,4.32186,-0.52016,8.96285,54.16126,-2.25178,992.34357,3.93559,0.23116,0,128.3101,-0.29631,2.936e-11
15.0,68,37,33.25,-81.624,3.92256,-0.42979,9.29216,53.11301,-3.29718,992.29071,3.9474,0.31984,0,133.19432,-0.30928,5.335e-11
15.1,68,37,33.25,-81.624,3.61584,-0.3827,9.64309,51.99071,-3.99221,992.23669,3.95767,0.38657,0,152.93666,-0.56423,3.338e-11
15.2,68,37,33.25,-81.624,3.41286,-0.34509,9.99889,50.86241,-3.55433,992.17725,3.96674,0.43854,0,161.95383,-0.58905,4.37e-11
15.3,68,37,33.25,-81.624,3.31599,-0.34619,10.32458,49.84155,-3.19507,992.11377,3.97412,0.46229,0,166.6476,-0.5805,6.622e-11
15.4,68,37,33.25,-81.624,3.24578,-0.36027,10.62212,48.92868,-2.91264,992.0528,3.98086,0.47808,0,183.74074,-0.54801,5.362e-11
15.5,68,37,33.25,-81.624,3.27689,-0.36664,10.92285,48.00617,-3.07705,991.9939,3.98611,0.51521,0,196.32654,-0.50083,9.423e-11
15.6,68,37,33.25,-81.624,3.34628,-0.38071,11.18854,47.16722,-2.83981,991.93878,3.98736,0.5499,0,200.88248,-0.2038,1.068e-10
15.7,68,37,33.25,-81.624,3.38126,-0.42401,11.43781,46.38609,-2.70295,991.88678,3.98778,0.56491,0,210.88959,0.08296,4.611e-11
15.8,68,37,33.25,-81.624,3.41347,-0.43862,11.71095,45.52273,-2.38461,991.83978,3.98612,0.59018,0,226.61319,0.3659,2.788e-11
15.9,68,37,33.25,-81.624,3.48902,-0.43021,11.96865,44.6903,-2.43172,991.79578,3.98152,0.61751,0,230.43248,0.77373,2.104e-11
16.0,68,37,33.25,-81.624,3.52409,-0.42225,12.20327,43.92892,-2.40099,991.75476,3.97571,0.63641,0,235.66589,0.9547,3.163e-11
16.1,68,37,33.25,-81.624,3.5711,-0.414,12.44795,43.19301,-2.04798,991.72034,3.97359,0.65949,0,254.45007,0.68454,3.995e-11
16.2,68,37,33.25,-81.624,3.65914,-0.37282,12.68662,42.47334,-2.07605,991.69086,3.97011,0.68433,0,257.94772,0.77512,4.584e-11
16.3,68,37,33.25,-81.624,3.71507,-0.32072,12.91168,41.75875,-2.00982,991.66577,3.96229,0.71232,0,268.00143,1.18648,6.662e-11
16.4,68,37,33.25,-81.624,3.71826,-0.22289,13.12505,41.10571,-2.02777,991.64178,3.95608,0.73063,0,279.72449,1.20104,1.091e-10
16.5,68,37,33.25,-81.624,3.74294,-0.15744,13.33972,40.5108,-2.04089,991.62329,3.95478,0.74814,0,288.52167,0.70688,1.428e-10
16.6,68,37,33.25,-81.624,3.76134,-0.10281,13.54567,39.93145,-2.42464,991.60986,3.9518,0.76592,0,295.4649,0.73725,2.373e-10
16.7,68,37,33.25,-81.624,3.78671,0.04738,13.73332,39.37228,-3.25595,991.60291,3.94515,0.7817,0,301.69522,1.04343,2.095e-10
16.8,68,37,33.25,-81.624,3.82295,0.21567,13.91692,38.81289,-3.59319,991.59778,3.93654,0.80851,0,313.44858,1.36257,1.445e-10
16.9,68,37,33.25,-81.624,3.81079,0.30015,14.10459,38.28702,-3.83291,991.59387,3.93158,0.82838,0,315.65527,1.09821,1.74e-10
17.0,68,37,33.25,-81.624,3.81385,0.41153,14.27046,37.85191,-5.10771,991.5968,3.92959,0.83803,0,316.72787,0.71595,1.367e-10
17.1,68,37,33.25,-81.624,3.8388,0.61552,14.42882,37.41573,-6.68651,991.60181,3.92496,0.85618,0,330.93457,0.78028,7.895e-11
17.2,68,37,33.25,-81.624,3.86784,0.81506,14.57514,37.01666,-7.25473,991.61084,3.92058,0.88237,0,332.4259,0.92464,1.836e-11
17.3,68,37,33.25,-81.624,3.84012,0.92382,14.71677,36.64826,-7.7566,991.6228,3.91779,0.89667,0,333.93188,0.77939,1.461e-11
17.4,68,37,33.25,-81.624,3.87007,1.06118,14.85478,36.30977,-7.85911,991.63977,3.91684,0.91936,0,342.15607,0.55012,3.217e-12
12.2,69,37,33.25,-81.623,7.35995,-1.26503,8.28488,54.3971,-3.55078,992.40417,3.77305,0.00058,0,-13.83635,0.29385,2.879e-11
12.3,69,37,33.25,-81.623,7.36321,-1.32084,8.28047,54.40073,-3.83069,992.44812,3.77199,0.00059,0,-14.807,0.31924,4.902e-10
